resident_id,name,mobile,landline,email,language,sms_optout,voice_optout,email_optout,number_last_verified
RS-4598,Ahmed Ashford,555-802-5338,,ahmed.ashford@example.net,so,N,N,N,2025-12-12
RS-4599,Sarah Vance,555-464-3230,555-221-7618,,en,N,N,Y,2025-02-17
RS-4600,Robert Abdi,555-755-1617,,robert.abdi@example.net,en,N,N,N,2025-01-24
RS-4601,Sarah Okonkwo,555-794-1087,,sarah.okonkwo@example.net,en,N,N,N,2025-05-21
RS-4602,William Nguyen,555-669-1681,555-241-8105,william.nguyen@example.net,en,N,N,N,2025-06-07
RS-4603,Daniel Grady,555-243-3747,,daniel.grady@example.net,en,N,N,N,2025-11-07
RS-4604,Tomas Kessler,555-604-1997,555-200-8194,,en,N,N,N,2025-12-12
RS-4605,Hieu Jennings,555-228-3797,555-202-8023,hieu.jennings@example.net,zh,N,N,N,2024-06-20
RS-4606,Grace Hollis,555-739-8655,,,en,N,N,N,2023-12-05
RS-4607,Linda Nguyen,555-304-5116,555-233-3769,linda.nguyen@example.net,en,N,N,N,2024-07-13
RS-4608,William Hollis,555-245-9413,,william.hollis@example.net,en,N,N,N,2025-11-29
RS-4609,Fatima Silva,555-388-2270,555-215-7918,fatima.silva@example.net,zh,N,N,N,2024-09-15
RS-4610,Thomas Marsh,555-378-5230,,thomas.marsh@example.net,es,N,N,N,2025-07-25
RS-4611,Daniel Crowley,555-642-1457,,daniel.crowley@example.net,en,N,N,N,2024-06-02
RS-4612,Fatima Fowler,555-720-2342,,,so,N,N,N,2024-06-28
RS-4613,Mei Nguyen,555-479-1551,,,en,N,N,N,2023-12-29
RS-4614,Elena Crowley,555-564-8321,,elena.crowley@example.net,en,N,N,N,2024-04-04
RS-4615,David Iverson,555-650-8970,,david.iverson@example.net,en,N,Y,N,2024-08-24
RS-4616,Priya Rasmussen,555-663-4012,,priya.rasmussen@example.net,en,N,Y,N,2025-06-30
RS-4617,William Hollis,555-656-8387,,william.hollis@example.net,en,N,N,N,2023-10-15
RS-4618,Jessica Abdi,555-467-7201,555-227-5916,jessica.abdi@example.net,en,N,N,N,2024-04-30
RS-4619,Robert Delgado,555-638-3511,,robert.delgado@example.net,en,N,Y,N,2024-10-31
NEW_USER,Test User,9791148594,,,en,N,N,N,2026-08-22

RS-9999,Test User,9791148594,,,en,N,N,N,2026-08-01
